type,id,slug,url,current_len,current_title,raw_title,suggested_len,suggested_title
post,11811,%d7%9e%d7%94-%d7%94%d7%94%d7%91%d7%93%d7%9c-%d7%91%d7%99%d7%9f-%d7%93%d7%a3-%d7%a0%d7%97%d7%99%d7%aa%d7%94-%d7%9c%d7%90%d7%aa%d7%a8,https://brndini.co.il/%d7%90%d7%aa%d7%a8%d7%99%d7%9d/%d7%9e%d7%94-%d7%94%d7%94%d7%91%d7%93%d7%9c-%d7%91%d7%99%d7%9f-%d7%93%d7%a3-%d7%a0%d7%97%d7%99%d7%aa%d7%94-%d7%9c%d7%90%d7%aa%d7%a8/,69,מה ההבדל בין דף נחיתה לאתר? כל מה שאתם חייבים לדעת! | אתרים | ברנדיני,מה ההבדל בין דף נחיתה לאתר? כל מה שאתם חייבים לדעת!,61,מה ההבדל בין דף נחיתה לאתר? כל מה שאתם חייבים לדעת! | ברנדיני
post,322828,%d7%94%d7%9e%d7%9c%d7%9b%d7%95%d7%93%d7%95%d7%aa-%d7%94%d7%a7%d7%98%d7%a0%d7%95%d7%aa-%d7%a9%d7%92%d7%95%d7%a8%d7%9e%d7%95%d7%aa-%d7%9c%d7%90%d7%aa%d7%a8-%d7%91%d7%99%d7%98%d7%95%d7%97-%d7%9c%d7%90,https://brndini.co.il/%d7%a2%d7%99%d7%a6%d7%95%d7%91/%d7%94%d7%9e%d7%9c%d7%9b%d7%95%d7%93%d7%95%d7%aa-%d7%94%d7%a7%d7%98%d7%a0%d7%95%d7%aa-%d7%a9%d7%92%d7%95%d7%a8%d7%9e%d7%95%d7%aa-%d7%9c%d7%90%d7%aa%d7%a8-%d7%91%d7%99%d7%98%d7%95%d7%97-%d7%9c%d7%90/,68,המלכודות הקטנות שגורמות לאתר ביטוח לאבד אמון | בניית אתרים | ברנדיני,המלכודות הקטנות שגורמות לאתר ביטוח לאבד אמון,54,המלכודות הקטנות שגורמות לאתר ביטוח לאבד אמון | ברנדיני
post,16760,%d7%9e%d7%a1%d7%a2-%d7%9c%d7%a7%d7%95%d7%97-%d7%91%d7%a2%d7%95%d7%9c%d7%9d-%d7%94%d7%a9%d7%99%d7%95%d7%95%d7%a7-%d7%94%d7%93%d7%99%d7%92%d7%99%d7%98%d7%9c%d7%99-%d7%a1%d7%99%d7%a4%d7%95%d7%a8-%d7%94,https://brndini.co.il/%d7%a7%d7%99%d7%93%d7%95%d7%9d/%d7%9e%d7%a1%d7%a2-%d7%9c%d7%a7%d7%95%d7%97-%d7%91%d7%a2%d7%95%d7%9c%d7%9d-%d7%94%d7%a9%d7%99%d7%95%d7%95%d7%a7-%d7%94%d7%93%d7%99%d7%92%d7%99%d7%98%d7%9c%d7%99-%d7%a1%d7%99%d7%a4%d7%95%d7%a8-%d7%94/,68,מסע לקוח בעולם השיווק הדיגיטלי: סיפור ההמרה המופלא | קידום | ברנדיני,מסע לקוח בעולם השיווק הדיגיטלי: סיפור ההמרה המופלא,60,מסע לקוח בעולם השיווק הדיגיטלי: סיפור ההמרה המופלא | ברנדיני
post,16142,%d7%90%d7%99%d7%9a-%d7%9c%d7%94%d7%a9%d7%99%d7%92-%d7%a7%d7%99%d7%a9%d7%95%d7%a8%d7%99%d7%9d-%d7%9c%d7%90%d7%aa%d7%a8-%d7%a7%d7%91%d7%9c%d7%95-%d7%90%d7%aa-%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94,https://brndini.co.il/%d7%a7%d7%99%d7%93%d7%95%d7%9d/%d7%90%d7%99%d7%9a-%d7%9c%d7%94%d7%a9%d7%99%d7%92-%d7%a7%d7%99%d7%a9%d7%95%d7%a8%d7%99%d7%9d-%d7%9c%d7%90%d7%aa%d7%a8-%d7%a7%d7%91%d7%9c%d7%95-%d7%90%d7%aa-%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94/,68,איך להשיג קישורים לאתר? קבלו את המדריך המלא והמקיף | אתרים | ברנדיני,איך להשיג קישורים לאתר? קבלו את המדריך המלא והמקיף,60,איך להשיג קישורים לאתר? קבלו את המדריך המלא והמקיף | ברנדיני
post,13797,%d7%9b%d7%a8%d7%98%d7%99%d7%a1-%d7%91%d7%99%d7%a7%d7%95%d7%a8-%d7%93%d7%99%d7%92%d7%99%d7%98%d7%9c%d7%99,https://brndini.co.il/%d7%90%d7%aa%d7%a8%d7%99%d7%9d/%d7%9b%d7%a8%d7%98%d7%99%d7%a1-%d7%91%d7%99%d7%a7%d7%95%d7%a8-%d7%93%d7%99%d7%92%d7%99%d7%98%d7%9c%d7%99/,68,"כרטיס ביקור דיגיטלי, מה זה ואיך הוא יכול לעזור לי? | אתרים | ברנדיני","כרטיס ביקור דיגיטלי, מה זה ואיך הוא יכול לעזור לי?",60,"כרטיס ביקור דיגיטלי, מה זה ואיך הוא יכול לעזור לי? | ברנדיני"
post,13458,%d7%9b%d7%aa%d7%99%d7%91%d7%94-%d7%a9%d7%99%d7%95%d7%95%d7%a7%d7%99%d7%aa-%d7%9e%d7%94-%d7%94%d7%95%d7%a4%d7%9a-%d7%90%d7%95%d7%aa%d7%94-%d7%9c%d7%a9%d7%99%d7%95%d7%95%d7%a7%d7%99%d7%aa,https://brndini.co.il/%d7%a9%d7%99%d7%9e%d7%95%d7%a9%d7%99/%d7%9b%d7%aa%d7%99%d7%91%d7%94-%d7%a9%d7%99%d7%95%d7%95%d7%a7%d7%99%d7%aa-%d7%9e%d7%94-%d7%94%d7%95%d7%a4%d7%9a-%d7%90%d7%95%d7%aa%d7%94-%d7%9c%d7%a9%d7%99%d7%95%d7%95%d7%a7%d7%99%d7%aa/,68,כתיבה שיווקית לעסק - כיצד ליצור תוכן שיווקי מנצח? | שימושי | ברנדיני,כתיבה שיווקית לעסק &#8211; כיצד ליצור תוכן שיווקי מנצח?,65,כתיבה שיווקית לעסק &#8211; כיצד ליצור תוכן שיווקי מנצח? | ברנדיני
post,13467,%d7%90%d7%99%d7%9a-%d7%9c%d7%a2%d7%a9%d7%95%d7%aa-%d7%9e%d7%97%d7%a7%d7%a8-%d7%9e%d7%99%d7%9c%d7%95%d7%aa-%d7%9e%d7%a4%d7%aa%d7%97-%d7%91%d7%92%d7%95%d7%92%d7%9c-%d7%91%d7%a6%d7%95%d7%a8%d7%94-%d7%94,https://brndini.co.il/%d7%a7%d7%99%d7%93%d7%95%d7%9d/%d7%90%d7%99%d7%9a-%d7%9c%d7%a2%d7%a9%d7%95%d7%aa-%d7%9e%d7%97%d7%a7%d7%a8-%d7%9e%d7%99%d7%9c%d7%95%d7%aa-%d7%9e%d7%a4%d7%aa%d7%97-%d7%91%d7%92%d7%95%d7%92%d7%9c-%d7%91%d7%a6%d7%95%d7%a8%d7%94-%d7%94/,68,איך לעשות מחקר מילות מפתח בגוגל בצורה הטובה ביותר? | קידום | ברנדיני,איך לעשות מחקר מילות מפתח בגוגל בצורה הטובה ביותר?,60,איך לעשות מחקר מילות מפתח בגוגל בצורה הטובה ביותר? | ברנדיני
post,16350,%d7%a1%d7%98%d7%95%d7%93%d7%99%d7%95-%d7%92%d7%a8%d7%a4%d7%99%d7%a7%d7%94-%d7%90%d7%99%d7%9a-%d7%9c%d7%92%d7%a8%d7%95%d7%9d-%d7%9c%d7%a2%d7%91%d7%95%d7%93%d7%94-%d7%a9%d7%9c%d7%9a-%d7%9c%d7%a7%d7%95,https://brndini.co.il/%d7%a2%d7%99%d7%a6%d7%95%d7%91/%d7%a1%d7%98%d7%95%d7%93%d7%99%d7%95-%d7%92%d7%a8%d7%a4%d7%99%d7%a7%d7%94-%d7%90%d7%99%d7%9a-%d7%9c%d7%92%d7%a8%d7%95%d7%9d-%d7%9c%d7%a2%d7%91%d7%95%d7%93%d7%94-%d7%a9%d7%9c%d7%9a-%d7%9c%d7%a7%d7%95/,67,סטודיו גרפיקה - איך לגרום לעבודה שלך לקום לתחייה? | עיצוב | ברנדיני,סטודיו גרפיקה &#8211; איך לגרום לעבודה שלך לקום לתחייה?,65,סטודיו גרפיקה &#8211; איך לגרום לעבודה שלך לקום לתחייה? | ברנדיני
post,16015,%d7%a2%d7%a8%d7%9b%d7%99-%d7%9e%d7%95%d7%aa%d7%92-%d7%90%d7%99%d7%9a-%d7%a2%d7%a8%d7%9b%d7%99-%d7%94%d7%9e%d7%95%d7%aa%d7%92-%d7%9e%d7%a9%d7%a4%d7%99%d7%a2%d7%99%d7%9d-%d7%a2%d7%9c-%d7%94%d7%9e,https://brndini.co.il/%d7%a2%d7%99%d7%a6%d7%95%d7%91/%d7%a2%d7%a8%d7%9b%d7%99-%d7%9e%d7%95%d7%aa%d7%92-%d7%90%d7%99%d7%9a-%d7%a2%d7%a8%d7%9b%d7%99-%d7%94%d7%9e%d7%95%d7%aa%d7%92-%d7%9e%d7%a9%d7%a4%d7%99%d7%a2%d7%99%d7%9d-%d7%a2%d7%9c-%d7%94%d7%9e/,67,ערכי מותג - איך ערכי המותג משפיעים על המותג שלנו? | אתרים | ברנדיני,ערכי מותג &#8211; איך ערכי המותג משפיעים על המותג שלנו?,65,ערכי מותג &#8211; איך ערכי המותג משפיעים על המותג שלנו? | ברנדיני
post,15566,%d7%a4%d7%a8%d7%a1%d7%95%d7%9d-%d7%a4%d7%a8%d7%95%d7%92%d7%a8%d7%9e%d7%98%d7%99-%d7%a4%d7%a8%d7%a1%d7%95%d7%9d-%d7%91%d7%94%d7%aa%d7%90%d7%9e%d7%94-%d7%90%d7%99%d7%a9%d7%99%d7%aa,https://brndini.co.il/%d7%a7%d7%99%d7%93%d7%95%d7%9d/%d7%a4%d7%a8%d7%a1%d7%95%d7%9d-%d7%a4%d7%a8%d7%95%d7%92%d7%a8%d7%9e%d7%98%d7%99-%d7%a4%d7%a8%d7%a1%d7%95%d7%9d-%d7%91%d7%94%d7%aa%d7%90%d7%9e%d7%94-%d7%90%d7%99%d7%a9%d7%99%d7%aa/,67,פרסום פרוגרמטי - העולם החדש של פרסום בהתאמה אישית | קידום | ברנדיני,פרסום פרוגרמטי &#8211; העולם החדש של פרסום בהתאמה אישית,65,פרסום פרוגרמטי &#8211; העולם החדש של פרסום בהתאמה אישית | ברנדיני
post,15512,%d7%a9%d7%99%d7%95%d7%95%d7%a7-%d7%93%d7%99%d7%92%d7%99%d7%98%d7%9c%d7%99-%d7%a9%d7%99%d7%a4%d7%95%d7%a8-%d7%94%d7%a2%d7%a1%d7%a7-%d7%a2%d7%9d-%d7%a9%d7%99%d7%95%d7%95%d7%a7-%d7%93%d7%99%d7%92%d7%99,https://brndini.co.il/%d7%a7%d7%99%d7%93%d7%95%d7%9d/%d7%a9%d7%99%d7%95%d7%95%d7%a7-%d7%93%d7%99%d7%92%d7%99%d7%98%d7%9c%d7%99-%d7%a9%d7%99%d7%a4%d7%95%d7%a8-%d7%94%d7%a2%d7%a1%d7%a7-%d7%a2%d7%9d-%d7%a9%d7%99%d7%95%d7%95%d7%a7-%d7%93%d7%99%d7%92%d7%99/,67,שיווק דיגיטלי - שיפור העסק עם שיווק דיגיטלי מתקדם | קידום | ברנדיני,שיווק דיגיטלי &#8211; שיפור העסק עם שיווק דיגיטלי מתקדם,65,שיווק דיגיטלי &#8211; שיפור העסק עם שיווק דיגיטלי מתקדם | ברנדיני
post,14845,%d7%90%d7%99%d7%9e%d7%99%d7%99%d7%9c-%d7%9e%d7%a8%d7%a7%d7%98%d7%99%d7%a0%d7%92,https://brndini.co.il/%d7%a7%d7%99%d7%93%d7%95%d7%9d/%d7%90%d7%99%d7%9e%d7%99%d7%99%d7%9c-%d7%9e%d7%a8%d7%a7%d7%98%d7%99%d7%a0%d7%92/,67,אימייל מרקטינג: הדרך המודרנית לקדום את המותג שלכם | קידום | ברנדיני,אימייל מרקטינג: הדרך המודרנית לקדום את המותג שלכם,59,אימייל מרקטינג: הדרך המודרנית לקדום את המותג שלכם | ברנדיני
post,19101,%d7%a9%d7%99%d7%95%d7%95%d7%a7-%d7%91%d7%a8%d7%a9%d7%aa%d7%95%d7%aa-%d7%97%d7%91%d7%a8%d7%aa%d7%99%d7%95%d7%aa-%d7%9c%d7%a2%d7%a9%d7%95%d7%aa-%d7%9c%d7%91%d7%93-%d7%90%d7%95-%d7%91%d7%a2%d7%96%d7%a8,https://brndini.co.il/%d7%a7%d7%99%d7%93%d7%95%d7%9d/%d7%a9%d7%99%d7%95%d7%95%d7%a7-%d7%91%d7%a8%d7%a9%d7%aa%d7%95%d7%aa-%d7%97%d7%91%d7%a8%d7%aa%d7%99%d7%95%d7%aa-%d7%9c%d7%a2%d7%a9%d7%95%d7%aa-%d7%9c%d7%91%d7%93-%d7%90%d7%95-%d7%91%d7%a2%d7%96%d7%a8/,66,שיווק ברשתות חברתיות: לעשות לבד או בעזרת סוכנות? | קידום | ברנדיני,שיווק ברשתות חברתיות: לעשות לבד או בעזרת סוכנות?,58,שיווק ברשתות חברתיות: לעשות לבד או בעזרת סוכנות? | ברנדיני
post,16448,%d7%aa%d7%9b%d7%a0%d7%99%d7%aa-%d7%a2%d7%a1%d7%a7%d7%99%d7%aa-%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%9e%d7%9c%d7%90-%d7%a9%d7%9c%d7%91-%d7%90%d7%97%d7%a8-%d7%a9%d7%9c%d7%91,https://brndini.co.il/%d7%a9%d7%99%d7%9e%d7%95%d7%a9%d7%99/%d7%aa%d7%9b%d7%a0%d7%99%d7%aa-%d7%a2%d7%a1%d7%a7%d7%99%d7%aa-%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%9e%d7%9c%d7%90-%d7%a9%d7%9c%d7%91-%d7%90%d7%97%d7%a8-%d7%a9%d7%9c%d7%91/,66,איך בונים תוכנית עסקית - המדריך המלא שלב אחר שלב | קידום | ברנדיני,איך בונים תוכנית עסקית &#8211; המדריך המלא שלב אחר שלב,64,איך בונים תוכנית עסקית &#8211; המדריך המלא שלב אחר שלב | ברנדיני
post,13568,%d7%a7%d7%94%d7%9c-%d7%99%d7%a2%d7%93-%d7%90%d7%99%d7%9a-%d7%90%d7%a0%d7%99-%d7%99%d7%95%d7%93%d7%a2-%d7%9e%d7%99-%d7%94%d7%95%d7%90-%d7%95%d7%90%d7%99%d7%9a-%d7%90%d7%a0%d7%99-%d7%9e%d7%95%d7%a6,https://brndini.co.il/%d7%a7%d7%99%d7%93%d7%95%d7%9d/%d7%a7%d7%94%d7%9c-%d7%99%d7%a2%d7%93-%d7%90%d7%99%d7%9a-%d7%90%d7%a0%d7%99-%d7%99%d7%95%d7%93%d7%a2-%d7%9e%d7%99-%d7%94%d7%95%d7%90-%d7%95%d7%90%d7%99%d7%9a-%d7%90%d7%a0%d7%99-%d7%9e%d7%95%d7%a6/,66,קהל יעד: איך אני יודע מי הוא ואיך אני מוצא אותו? | קידום | ברנדיני,קהל יעד: איך אני יודע מי הוא ואיך אני מוצא אותו?,58,קהל יעד: איך אני יודע מי הוא ואיך אני מוצא אותו? | ברנדיני
